hiLocus	iLocus	Species	Protein
HymHub-v0.3.0-HILC-56	PcanILC-03507		XP_014598880.1
HymHub-v0.3.0-HILC-56	PdomILC-03508		XP_015172427.1
HymHub-v0.3.0-HILC-56	NvitILC-22883		XP_008216948.1
HymHub-v0.3.0-HILC-57	AmelILC-15296		XP_006561448.1
HymHub-v0.3.0-HILC-57	BterILC-12178		XP_003402146.1
HymHub-v0.3.0-HILC-57	CfloILC-14490		XP_011258355.1
HymHub-v0.3.0-HILC-57	HsalILC-04974		XP_011135149.1
HymHub-v0.3.0-HILC-57	PcanILC-00100		XP_014611360.1
HymHub-v0.3.0-HILC-57	PdomILC-05872		XP_015176074.1
HymHub-v0.3.0-HILC-57	NvitILC-01149		XP_008216737.1
HymHub-v0.3.0-HILC-58	AmelILC-06053		XP_006557568.1
HymHub-v0.3.0-HILC-58	BterILC-04051		XP_012164549.1
HymHub-v0.3.0-HILC-58	CfloILC-24110		XP_011265788.1
HymHub-v0.3.0-HILC-58	HsalILC-24801		XP_011151963.1
HymHub-v0.3.0-HILC-58	PcanILC-11599		XP_014611074.1
HymHub-v0.3.0-HILC-58	PdomILC-11720		XP_015184990.1
HymHub-v0.3.0-HILC-58	NvitILC-08389		XP_008203606.1
HymHub-v0.3.0-HILC-59	AmelILC-06725		XP_623585.3
HymHub-v0.3.0-HILC-59	BterILC-04160		XP_012164803.1
HymHub-v0.3.0-HILC-59	CfloILC-16194		XP_011259763.1
HymHub-v0.3.0-HILC-59	HsalILC-20651		XP_011148675.1
HymHub-v0.3.0-HILC-59	PcanILC-06597		XP_014603775.1
HymHub-v0.3.0-HILC-59	PdomILC-11155		XP_015184227.1
HymHub-v0.3.0-HILC-59	NvitILC-08336		NP_001135439.1
HymHub-v0.3.0-HILC-60	AmelILC-05669		XP_006567915.1
HymHub-v0.3.0-HILC-60	BterILC-03349		XP_012164357.1
HymHub-v0.3.0-HILC-60	CfloILC-20602		XP_011262964.1
HymHub-v0.3.0-HILC-60	HsalILC-13739		XP_011142730.1
HymHub-v0.3.0-HILC-60	PcanILC-05932		XP_014602712.1
HymHub-v0.3.0-HILC-60	PdomILC-09114		XP_015181281.1
HymHub-v0.3.0-HILC-60	NvitILC-09349		XP_008205520.1
HymHub-v0.3.0-HILC-61	AmelILC-12161		XP_392624.4
HymHub-v0.3.0-HILC-61	BterILC-08930		XP_003399814.1
HymHub-v0.3.0-HILC-61	CfloILC-21927		XP_011263903.1
HymHub-v0.3.0-HILC-61	HsalILC-15611		XP_011144404.1
HymHub-v0.3.0-HILC-61	PcanILC-11335		XP_014610710.1
HymHub-v0.3.0-HILC-61	PdomILC-11873		XP_015185231.1
HymHub-v0.3.0-HILC-61	NvitILC-02366		XP_001603698.1
HymHub-v0.3.0-HILC-62	AmelILC-05211		XP_006562212.1
HymHub-v0.3.0-HILC-62	BterILC-03702		XP_003395472.1
HymHub-v0.3.0-HILC-62	CfloILC-07832		XP_011252755.1
HymHub-v0.3.0-HILC-62	HsalILC-13896		XP_011142882.1
HymHub-v0.3.0-HILC-62	PcanILC-13310		XP_014613332.1
HymHub-v0.3.0-HILC-62	PdomILC-13785		XP_015188095.1
HymHub-v0.3.0-HILC-62	NvitILC-08801		XP_008211259.1
HymHub-v0.3.0-HILC-63	AmelILC-02414		XP_006561251.1
HymHub-v0.3.0-HILC-63	BterILC-01635		XP_012175801.1
HymHub-v0.3.0-HILC-63	CfloILC-12056		XP_011256233.1
HymHub-v0.3.0-HILC-63	HsalILC-03528		XP_011154294.1
HymHub-v0.3.0-HILC-63	PcanILC-08235		XP_014606230.1
HymHub-v0.3.0-HILC-63	PdomILC-13683		XP_015187940.1
HymHub-v0.3.0-HILC-63	NvitILC-06850		XP_008213503.1
HymHub-v0.3.0-HILC-64	AmelILC-01697		XP_006571364.1
HymHub-v0.3.0-HILC-64	BterILC-00027		XP_012169544.1
HymHub-v0.3.0-HILC-64	CfloILC-26569		XP_011267508.1
HymHub-v0.3.0-HILC-64	HsalILC-05522		XP_011135514.1
HymHub-v0.3.0-HILC-64	PcanILC-12901		XP_014612739.1
HymHub-v0.3.0-HILC-64	PdomILC-13943		XP_015188299.1
HymHub-v0.3.0-HILC-64	NvitILC-13554		XP_008202407.1
HymHub-v0.3.0-HILC-65	AmelILC-02373		XP_006561179.1
HymHub-v0.3.0-HILC-65	BterILC-00890		XP_012170381.1
HymHub-v0.3.0-HILC-65	CfloILC-24665		XP_011266190.1
HymHub-v0.3.0-HILC-65	HsalILC-04105		XP_011154887.1
HymHub-v0.3.0-HILC-65	PcanILC-02678		XP_014616793.1
HymHub-v0.3.0-HILC-65	PdomILC-13504		XP_015187697.1
HymHub-v0.3.0-HILC-65	NvitILC-16119		XP_001599507.2
HymHub-v0.3.0-HILC-66	AmelILC-03013		XP_006569190.1
HymHub-v0.3.0-HILC-66	BterILC-13291		XP_003402665.1
HymHub-v0.3.0-HILC-66	CfloILC-19852		XP_011262499.1
HymHub-v0.3.0-HILC-66	HsalILC-18081		XP_011146354.1
HymHub-v0.3.0-HILC-66	PcanILC-07680		XP_014605443.1
HymHub-v0.3.0-HILC-66	PdomILC-11030		XP_015184098.1
HymHub-v0.3.0-HILC-66	NvitILC-06993		XP_001606822.2
HymHub-v0.3.0-HILC-67	AmelILC-09201		XP_006561950.1
HymHub-v0.3.0-HILC-67	BterILC-06270		XP_012167123.1
HymHub-v0.3.0-HILC-67	CfloILC-24950		XP_011266401.1
HymHub-v0.3.0-HILC-67	HsalILC-02441		XP_011150478.1
HymHub-v0.3.0-HILC-67	PcanILC-11465		XP_014610890.1
HymHub-v0.3.0-HILC-67	PdomILC-04625		XP_015174421.1
HymHub-v0.3.0-HILC-67	NvitILC-17347		XP_008208776.1
HymHub-v0.3.0-HILC-68	AmelILC-00228		XP_006559912.1
HymHub-v0.3.0-HILC-68	BterILC-12767		XP_012174192.1
HymHub-v0.3.0-HILC-68	CfloILC-09795		XP_011254331.1
HymHub-v0.3.0-HILC-68	HsalILC-07588		XP_011137184.1
HymHub-v0.3.0-HILC-68	PcanILC-08553		XP_014606704.1
HymHub-v0.3.0-HILC-68	PdomILC-02468		XP_015191803.1
HymHub-v0.3.0-HILC-68	NvitILC-07500		XP_001601171.2
HymHub-v0.3.0-HILC-69	AmelILC-15411		XP_006563201.1
HymHub-v0.3.0-HILC-69	BterILC-09158		XP_003399657.1
HymHub-v0.3.0-HILC-69	CfloILC-18486		XP_011261366.1
HymHub-v0.3.0-HILC-69	HsalILC-16346		XP_011144992.1
HymHub-v0.3.0-HILC-69	PcanILC-07773		XP_014605593.1
HymHub-v0.3.0-HILC-69	PdomILC-01471		XP_015190027.1
HymHub-v0.3.0-HILC-69	NvitILC-03568		XP_003427104.1
HymHub-v0.3.0-HILC-70	AmelILC-05292		XP_001120452.2
HymHub-v0.3.0-HILC-70	BterILC-03769		XP_003395454.1
HymHub-v0.3.0-HILC-70	CfloILC-15224		XP_011258902.1
HymHub-v0.3.0-HILC-70	HsalILC-15597		XP_011144381.1
HymHub-v0.3.0-HILC-70	PcanILC-13211		XP_014613206.1
HymHub-v0.3.0-HILC-70	PdomILC-11757		XP_015185053.1
HymHub-v0.3.0-HILC-70	NvitILC-09145		XP_001606712.2
HymHub-v0.3.0-HILC-71	AmelILC-06527		XP_006565452.1
HymHub-v0.3.0-HILC-71	BterILC-04030		XP_003395968.1
HymHub-v0.3.0-HILC-71	CfloILC-15816		XP_011259453.1
HymHub-v0.3.0-HILC-71	HsalILC-20166		XP_011148277.1
HymHub-v0.3.0-HILC-71	PcanILC-08825		XP_014607061.1
HymHub-v0.3.0-HILC-71	PdomILC-05924		XP_015176313.1
HymHub-v0.3.0-HILC-71	NvitILC-05751		XP_001604965.2
HymHub-v0.3.0-HILC-72	AmelILC-11690		XP_006566688.1
HymHub-v0.3.0-HILC-72	BterILC-08017		XP_012169205.1
HymHub-v0.3.0-HILC-72	CfloILC-01306		XP_011255783.1
HymHub-v0.3.0-HILC-72	HsalILC-14191		XP_011143236.1
HymHub-v0.3.0-HILC-72	PcanILC-01073		XP_014611938.1
HymHub-v0.3.0-HILC-72	PdomILC-07430		XP_015178485.1
HymHub-v0.3.0-HILC-72	NvitILC-12867		XP_008201888.1
HymHub-v0.3.0-HILC-73	AmelILC-00609		XP_006563335.1
HymHub-v0.3.0-HILC-73	BterILC-13540		XP_012174454.1
HymHub-v0.3.0-HILC-73	CfloILC-18206		XP_011261186.1
HymHub-v0.3.0-HILC-73	HsalILC-10415		XP_011139760.1
HymHub-v0.3.0-HILC-73	PcanILC-12150		XP_014611793.1
HymHub-v0.3.0-HILC-73	PdomILC-13974		XP_015188310.1
HymHub-v0.3.0-HILC-73	NvitILC-07847		XP_008216655.1
HymHub-v0.3.0-HILC-74	AmelILC-01930		XP_006571516.1
HymHub-v0.3.0-HILC-74	BterILC-00103		XP_003392920.1
HymHub-v0.3.0-HILC-74	CfloILC-08430		XP_011253248.1
HymHub-v0.3.0-HILC-74	HsalILC-03119		XP_011153904.1
HymHub-v0.3.0-HILC-74	PcanILC-12628		XP_014612432.1
HymHub-v0.3.0-HILC-74	PdomILC-14677		XP_015189186.1
HymHub-v0.3.0-HILC-74	NvitILC-11200		XP_008202556.1
HymHub-v0.3.0-HILC-75	AmelILC-03243		XP_396833.4
HymHub-v0.3.0-HILC-75	BterILC-01700		XP_012176211.1
HymHub-v0.3.0-HILC-75	CfloILC-26899		XP_011267693.1
HymHub-v0.3.0-HILC-75	HsalILC-14244		XP_011143261.1
HymHub-v0.3.0-HILC-75	PcanILC-07937		XP_014605790.1
HymHub-v0.3.0-HILC-75	PdomILC-06674		XP_015177386.1
HymHub-v0.3.0-HILC-75	NvitILC-04096		XP_008212429.1
HymHub-v0.3.0-HILC-76	AmelILC-14232		XP_006560698.1
HymHub-v0.3.0-HILC-76	BterILC-11366		XP_012172331.1
HymHub-v0.3.0-HILC-76	CfloILC-15793		XP_011259421.1
HymHub-v0.3.0-HILC-76	HsalILC-13093		XP_011142153.1
HymHub-v0.3.0-HILC-76	PcanILC-11314		XP_014610704.1
HymHub-v0.3.0-HILC-76	PdomILC-14394		XP_015188841.1
HymHub-v0.3.0-HILC-76	NvitILC-11435		XP_001606680.2
HymHub-v0.3.0-HILC-77	AmelILC-05832		XP_001120503.2
HymHub-v0.3.0-HILC-77	BterILC-12150		XP_003402180.1
HymHub-v0.3.0-HILC-77	CfloILC-02870		XP_011268280.1
HymHub-v0.3.0-HILC-77	HsalILC-13881		XP_011142868.1
HymHub-v0.3.0-HILC-77	PcanILC-12725		XP_014612553.1
HymHub-v0.3.0-HILC-77	PdomILC-09206		XP_015181288.1
HymHub-v0.3.0-HILC-77	NvitILC-08593		XP_001605329.2
HymHub-v0.3.0-HILC-78	AmelILC-01198		XP_395686.2
HymHub-v0.3.0-HILC-78	BterILC-04600		XP_012165350.1
HymHub-v0.3.0-HILC-78	CfloILC-23186		XP_011265080.1
HymHub-v0.3.0-HILC-78	HsalILC-19044		XP_011147218.1
HymHub-v0.3.0-HILC-78	PcanILC-07662		XP_014605413.1
HymHub-v0.3.0-HILC-78	PdomILC-11011		XP_015184107.1
HymHub-v0.3.0-HILC-78	NvitILC-04529		XP_001599653.2
HymHub-v0.3.0-HILC-79	AmelILC-03702		NP_001012980.1
HymHub-v0.3.0-HILC-79	BterILC-02330		XP_003394584.1
HymHub-v0.3.0-HILC-79	CfloILC-10114		XP_011254576.1
HymHub-v0.3.0-HILC-79	HsalILC-10163		XP_011139508.1
HymHub-v0.3.0-HILC-79	PcanILC-01547		XP_014615181.1
HymHub-v0.3.0-HILC-79	PdomILC-12568		XP_015186250.1
HymHub-v0.3.0-HILC-79	NvitILC-13765		NP_001161704.1
HymHub-v0.3.0-HILC-80	AmelILC-11051		XP_006559090.1
HymHub-v0.3.0-HILC-80	BterILC-04427		XP_003396459.1
HymHub-v0.3.0-HILC-80	CfloILC-14559		XP_011258432.1
HymHub-v0.3.0-HILC-80	HsalILC-20229		XP_011148317.1
HymHub-v0.3.0-HILC-80	PcanILC-13717		XP_014613872.1
HymHub-v0.3.0-HILC-80	PdomILC-12777		XP_015186567.1
HymHub-v0.3.0-HILC-80	NvitILC-21212		XP_008212182.1
HymHub-v0.3.0-HILC-81	AmelILC-08732		XP_006568072.1
HymHub-v0.3.0-HILC-81	BterILC-14599		XP_012175194.1
HymHub-v0.3.0-HILC-81	CfloILC-15756		XP_011259389.1
HymHub-v0.3.0-HILC-81	HsalILC-08774		XP_011138245.1
HymHub-v0.3.0-HILC-81	PcanILC-14191		XP_014614426.1
HymHub-v0.3.0-HILC-81	PdomILC-12409		XP_015186041.1
HymHub-v0.3.0-HILC-81	NvitILC-11729		XP_008211413.1
HymHub-v0.3.0-HILC-82	AmelILC-13579		XP_006563069.1
HymHub-v0.3.0-HILC-82	BterILC-10258		XP_012171693.1
HymHub-v0.3.0-HILC-82	CfloILC-07638		XP_011252522.1
HymHub-v0.3.0-HILC-82	HsalILC-09123		XP_011138610.1
HymHub-v0.3.0-HILC-82	PcanILC-06700		XP_014603880.1
HymHub-v0.3.0-HILC-82	PdomILC-08238		XP_015179678.1
HymHub-v0.3.0-HILC-82	NvitILC-10616		XP_008207332.1
HymHub-v0.3.0-HILC-83	AmelILC-06043		XP_006557581.1
HymHub-v0.3.0-HILC-83	BterILC-04062		XP_003395895.1
HymHub-v0.3.0-HILC-83	CfloILC-03759		XP_011269100.1
HymHub-v0.3.0-HILC-83	HsalILC-24424		XP_011151710.1
HymHub-v0.3.0-HILC-83	PcanILC-10614		XP_014609867.1
HymHub-v0.3.0-HILC-83	PdomILC-07139		XP_015178176.1
HymHub-v0.3.0-HILC-83	NvitILC-07817		XP_001606268.2
HymHub-v0.3.0-HILC-84	AmelILC-07180		XP_006558161.1
HymHub-v0.3.0-HILC-84	BterILC-05634		XP_012166494.1
HymHub-v0.3.0-HILC-84	CfloILC-15682		XP_011259331.1
HymHub-v0.3.0-HILC-84	HsalILC-14691		XP_011143629.1
HymHub-v0.3.0-HILC-84	PcanILC-08206		XP_014606205.1
HymHub-v0.3.0-HILC-84	PdomILC-10943		XP_015183869.1
HymHub-v0.3.0-HILC-84	NvitILC-06315		XP_008203916.1
HymHub-v0.3.0-HILC-85	AmelILC-03454		XP_392862.3
HymHub-v0.3.0-HILC-85	BterILC-02238		XP_012176329.1
HymHub-v0.3.0-HILC-85	CfloILC-13746		XP_011257791.1
HymHub-v0.3.0-HILC-85	HsalILC-10934		XP_011140255.1
HymHub-v0.3.0-HILC-85	PcanILC-05076		XP_014601482.1
HymHub-v0.3.0-HILC-85	PdomILC-07540		XP_015178692.1
HymHub-v0.3.0-HILC-85	NvitILC-16515		XP_008207887.1
HymHub-v0.3.0-HILC-86	AmelILC-08077		XP_396105.4
HymHub-v0.3.0-HILC-86	BterILC-05720		XP_012166563.1
HymHub-v0.3.0-HILC-86	CfloILC-00139		XP_011259523.1
HymHub-v0.3.0-HILC-86	HsalILC-01238		XP_011140943.1
HymHub-v0.3.0-HILC-86	PcanILC-01794		XP_014615561.1
HymHub-v0.3.0-HILC-86	PdomILC-07733		XP_015178797.1
HymHub-v0.3.0-HILC-86	NvitILC-05503		XP_008204765.1
HymHub-v0.3.0-HILC-87	AmelILC-13107		XP_006565107.1
HymHub-v0.3.0-HILC-87	BterILC-09699		XP_012170838.1
HymHub-v0.3.0-HILC-87	CfloILC-12978		XP_011257117.1
HymHub-v0.3.0-HILC-87	HsalILC-04630		XP_011134808.1
HymHub-v0.3.0-HILC-87	PcanILC-13676		XP_014613812.1
HymHub-v0.3.0-HILC-87	PdomILC-06118		XP_015176452.1
HymHub-v0.3.0-HILC-87	NvitILC-22832		XP_008217261.1
HymHub-v0.3.0-HILC-88	AmelILC-06585		XP_395632.3
HymHub-v0.3.0-HILC-88	BterILC-04229		XP_003396055.1
HymHub-v0.3.0-HILC-88	CfloILC-12409		XP_011256724.1
HymHub-v0.3.0-HILC-88	HsalILC-15863		XP_011144629.1
HymHub-v0.3.0-HILC-88	PcanILC-12779		XP_014612588.1
HymHub-v0.3.0-HILC-88	PdomILC-12269		XP_015185846.1
HymHub-v0.3.0-HILC-88	NvitILC-07849		XP_008216717.1
HymHub-v0.3.0-HILC-89	AmelILC-11119		XP_006562467.1
HymHub-v0.3.0-HILC-89	BterILC-07734		XP_012168851.1
HymHub-v0.3.0-HILC-89	CfloILC-27020		XP_011267814.1
HymHub-v0.3.0-HILC-89	HsalILC-10246		XP_011139593.1
HymHub-v0.3.0-HILC-89	PcanILC-02028		XP_014615904.1
HymHub-v0.3.0-HILC-89	PdomILC-03727		XP_015172774.1
HymHub-v0.3.0-HILC-89	NvitILC-12988		NP_001177866.1
HymHub-v0.3.0-HILC-90	AmelILC-03839		XP_006568043.1
HymHub-v0.3.0-HILC-90	BterILC-14076		XP_012174854.1
HymHub-v0.3.0-HILC-90	CfloILC-13004		XP_011257146.1
HymHub-v0.3.0-HILC-90	HsalILC-25482		XP_011152445.1
HymHub-v0.3.0-HILC-90	PcanILC-12410		XP_014612160.1
HymHub-v0.3.0-HILC-90	PdomILC-12923		XP_015186782.1
HymHub-v0.3.0-HILC-90	NvitILC-05242		XP_008204182.1
HymHub-v0.3.0-HILC-91	AmelILC-14136		XP_393409.2
HymHub-v0.3.0-HILC-91	BterILC-10898		XP_012172763.1
HymHub-v0.3.0-HILC-91	CfloILC-14275		XP_011258158.1
HymHub-v0.3.0-HILC-91	HsalILC-17102		XP_011145625.1
HymHub-v0.3.0-HILC-91	PcanILC-13817		XP_014614014.1
HymHub-v0.3.0-HILC-91	PdomILC-11658		XP_015184941.1
HymHub-v0.3.0-HILC-91	NvitILC-24070		XP_008214781.1
HymHub-v0.3.0-HILC-92	AmelILC-12747		XP_391954.4
HymHub-v0.3.0-HILC-92	BterILC-09509		XP_012171012.1
HymHub-v0.3.0-HILC-92	CfloILC-01036		XP_011253606.1
HymHub-v0.3.0-HILC-92	HsalILC-17565		XP_011145945.1
HymHub-v0.3.0-HILC-92	PcanILC-11321		XP_014610683.1
HymHub-v0.3.0-HILC-92	PdomILC-09676		XP_015182038.1
HymHub-v0.3.0-HILC-92	NvitILC-09056		XP_001605809.1
HymHub-v0.3.0-HILC-93	AmelILC-13250		XP_006558289.1
HymHub-v0.3.0-HILC-93	BterILC-10406		XP_012171872.1
HymHub-v0.3.0-HILC-93	CfloILC-11732		XP_011255937.1
HymHub-v0.3.0-HILC-93	HsalILC-04538		XP_011155241.1
HymHub-v0.3.0-HILC-93	PcanILC-04406		XP_014600378.1
HymHub-v0.3.0-HILC-93	PdomILC-00832		XP_015175720.1
HymHub-v0.3.0-HILC-93	NvitILC-06016		XP_008216314.1
HymHub-v0.3.0-HILC-94	AmelILC-11808		XP_623849.3
HymHub-v0.3.0-HILC-94	BterILC-07586		XP_012168685.1
HymHub-v0.3.0-HILC-94	CfloILC-00044		XP_011252408.1
HymHub-v0.3.0-HILC-94	HsalILC-26413		XP_011153333.1
HymHub-v0.3.0-HILC-94	PcanILC-04057		XP_014599810.1
HymHub-v0.3.0-HILC-94	PdomILC-08688		XP_015180504.1
HymHub-v0.3.0-HILC-94	NvitILC-23929		XP_001603829.2
HymHub-v0.3.0-HILC-95	AmelILC-04707		XP_006567242.1
HymHub-v0.3.0-HILC-95	BterILC-03160		XP_012163240.1
HymHub-v0.3.0-HILC-95	CfloILC-16916		XP_011260282.1
HymHub-v0.3.0-HILC-95	HsalILC-15956		XP_011144665.1
HymHub-v0.3.0-HILC-95	PcanILC-10771		XP_014610033.1
HymHub-v0.3.0-HILC-95	PdomILC-00680		XP_015178070.1
HymHub-v0.3.0-HILC-95	NvitILC-05391		XP_008204326.1
HymHub-v0.3.0-HILC-96	AmelILC-10037		XP_393713.2
HymHub-v0.3.0-HILC-96	BterILC-07246		XP_003398203.1
HymHub-v0.3.0-HILC-96	CfloILC-14189		XP_011258081.1
HymHub-v0.3.0-HILC-96	HsalILC-00174		XP_011143888.1
HymHub-v0.3.0-HILC-96	PcanILC-06779		XP_014604069.1
HymHub-v0.3.0-HILC-96	PdomILC-03944		XP_015173202.1
HymHub-v0.3.0-HILC-96	NvitILC-14166		XP_001603014.1
HymHub-v0.3.0-HILC-97	AmelILC-09063		XP_006558222.1
HymHub-v0.3.0-HILC-97	BterILC-06082		XP_012167335.1
HymHub-v0.3.0-HILC-97	CfloILC-02937		XP_011268359.1
HymHub-v0.3.0-HILC-97	HsalILC-07270		XP_011136922.1
HymHub-v0.3.0-HILC-97	PcanILC-07801		XP_014605533.1
HymHub-v0.3.0-HILC-97	PdomILC-01496		XP_015189853.1
HymHub-v0.3.0-HILC-97	NvitILC-12768		NP_001135433.1
HymHub-v0.3.0-HILC-98	AmelILC-04657		XP_006567201.1
HymHub-v0.3.0-HILC-98	BterILC-12660		XP_012174042.1
HymHub-v0.3.0-HILC-98	CfloILC-06609		XP_011251722.1
HymHub-v0.3.0-HILC-98	HsalILC-20346		XP_011148423.1
HymHub-v0.3.0-HILC-98	PcanILC-13468		XP_014613566.1
HymHub-v0.3.0-HILC-98	PdomILC-11140		XP_015184232.1
HymHub-v0.3.0-HILC-98	NvitILC-08900		XP_001602971.3
HymHub-v0.3.0-HILC-99	AmelILC-12418		XP_006565340.1
HymHub-v0.3.0-HILC-99	BterILC-08875		XP_003399867.1
HymHub-v0.3.0-HILC-99	CfloILC-25250		XP_011266636.1
HymHub-v0.3.0-HILC-99	HsalILC-06404		XP_011136310.1
HymHub-v0.3.0-HILC-99	PcanILC-09470		XP_014608186.1
HymHub-v0.3.0-HILC-99	PdomILC-09037		XP_015181092.1
HymHub-v0.3.0-HILC-99	NvitILC-01462		XP_001605027.3
HymHub-v0.3.0-HILC-100	AmelILC-16039		XP_623289.1
HymHub-v0.3.0-HILC-100	BterILC-11496		XP_003401914.1
HymHub-v0.3.0-HILC-100	CfloILC-23137		XP_011265001.1
HymHub-v0.3.0-HILC-100	HsalILC-19066		XP_011147270.1
HymHub-v0.3.0-HILC-100	PcanILC-13477		XP_014613576.1
HymHub-v0.3.0-HILC-100	PdomILC-13407		XP_015187519.1
HymHub-v0.3.0-HILC-100	NvitILC-09387		XP_008205558.1
HymHub-v0.3.0-HILC-101	AmelILC-11225		XP_396789.2
HymHub-v0.3.0-HILC-101	BterILC-08074		XP_012169115.1
HymHub-v0.3.0-HILC-101	CfloILC-22084		XP_011264040.1
HymHub-v0.3.0-HILC-101	HsalILC-00610		XP_011135592.1
HymHub-v0.3.0-HILC-101	PcanILC-11500		XP_014610962.1
HymHub-v0.3.0-HILC-101	PdomILC-09843		XP_015182287.1
HymHub-v0.3.0-HILC-101	NvitILC-08221		XP_008203377.1
HymHub-v0.3.0-HILC-102	AmelILC-05410		XP_006564792.1
HymHub-v0.3.0-HILC-102	BterILC-03850		XP_012163790.1
HymHub-v0.3.0-HILC-102	CfloILC-13472		XP_011257585.1
HymHub-v0.3.0-HILC-102	HsalILC-09577		XP_011139048.1
HymHub-v0.3.0-HILC-102	PcanILC-09636		XP_014608378.1
HymHub-v0.3.0-HILC-102	PdomILC-05489		XP_015175787.1
HymHub-v0.3.0-HILC-102	NvitILC-09677		XP_008205951.1
HymHub-v0.3.0-HILC-103	AmelILC-10575		XP_393700.2
HymHub-v0.3.0-HILC-103	BterILC-07131		XP_012167996.1
HymHub-v0.3.0-HILC-103	CfloILC-14878		XP_011258618.1
HymHub-v0.3.0-HILC-103	HsalILC-17969		XP_011146261.1
HymHub-v0.3.0-HILC-103	PcanILC-11527		XP_014610995.1
HymHub-v0.3.0-HILC-103	PdomILC-02253		XP_015191156.1
HymHub-v0.3.0-HILC-103	NvitILC-09270		NP_001154944.1
HymHub-v0.3.0-HILC-104	AmelILC-07278		XP_006559230.1
HymHub-v0.3.0-HILC-104	BterILC-05625		XP_012166483.1
HymHub-v0.3.0-HILC-104	CfloILC-15671		XP_011259338.1
HymHub-v0.3.0-HILC-104	HsalILC-11919		XP_011141113.1
HymHub-v0.3.0-HILC-104	PcanILC-10746		XP_014609968.1
HymHub-v0.3.0-HILC-104	PdomILC-07466		XP_015178680.1
HymHub-v0.3.0-HILC-104	NvitILC-06836		XP_001605476.2
HymHub-v0.3.0-HILC-105	AmelILC-03769		XP_393397.5
HymHub-v0.3.0-HILC-105	BterILC-02387		XP_003394646.1
HymHub-v0.3.0-HILC-105	CfloILC-20659		XP_011263022.1
HymHub-v0.3.0-HILC-105	HsalILC-10774		XP_011140164.1
HymHub-v0.3.0-HILC-105	PcanILC-03181		XP_014598362.1
HymHub-v0.3.0-HILC-105	PdomILC-05833		XP_015176193.1
HymHub-v0.3.0-HILC-105	NvitILC-04532		XP_008208593.1
HymHub-v0.3.0-HILC-106	AmelILC-11759		XP_623333.1
HymHub-v0.3.0-HILC-106	BterILC-07953		XP_012169300.1
HymHub-v0.3.0-HILC-106	CfloILC-27045		XP_011267849.1
HymHub-v0.3.0-HILC-106	HsalILC-10672		XP_011140088.1
HymHub-v0.3.0-HILC-106	PcanILC-00902		XP_014606981.1
HymHub-v0.3.0-HILC-106	PdomILC-14177		XP_015188601.1
HymHub-v0.3.0-HILC-106	NvitILC-00552		NP_001153352.1
HymHub-v0.3.0-HILC-107	AmelILC-05207		XP_394547.4
HymHub-v0.3.0-HILC-107	BterILC-03706		XP_003395483.1
HymHub-v0.3.0-HILC-107	CfloILC-00454		XP_011269684.1
HymHub-v0.3.0-HILC-107	HsalILC-06260		XP_011136155.1
HymHub-v0.3.0-HILC-107	PcanILC-13306		XP_014613334.1
HymHub-v0.3.0-HILC-107	PdomILC-13789		XP_015188101.1
HymHub-v0.3.0-HILC-107	NvitILC-08797		XP_001600985.1
HymHub-v0.3.0-HILC-108	AmelILC-01425		XP_395173.2
HymHub-v0.3.0-HILC-108	BterILC-00303		XP_003393075.1
HymHub-v0.3.0-HILC-108	CfloILC-09609		XP_011254148.1
HymHub-v0.3.0-HILC-108	HsalILC-23513		XP_011151107.1
HymHub-v0.3.0-HILC-108	PcanILC-04632		XP_014600793.1
HymHub-v0.3.0-HILC-108	PdomILC-03016		XP_015171600.1
HymHub-v0.3.0-HILC-108	NvitILC-10698		XP_008207423.1
HymHub-v0.3.0-HILC-109	AmelILC-08242		XP_006559672.1
HymHub-v0.3.0-HILC-109	BterILC-05501		XP_012166332.1
HymHub-v0.3.0-HILC-109	CfloILC-19397		XP_011262067.1
HymHub-v0.3.0-HILC-109	HsalILC-00735		XP_011136828.1
HymHub-v0.3.0-HILC-109	PcanILC-07424		XP_014605059.1
HymHub-v0.3.0-HILC-109	PdomILC-13577		XP_015187768.1
HymHub-v0.3.0-HILC-109	NvitILC-03979		XP_008208033.1
HymHub-v0.3.0-HILC-110	AmelILC-11003		XP_006559029.1
HymHub-v0.3.0-HILC-110	BterILC-04965		XP_012165793.1
HymHub-v0.3.0-HILC-110	CfloILC-20224		XP_011262645.1
HymHub-v0.3.0-HILC-110	HsalILC-02204		XP_011148240.1
HymHub-v0.3.0-HILC-110	PcanILC-08017		XP_014605901.1
HymHub-v0.3.0-HILC-110	PdomILC-09702		XP_015182083.1
HymHub-v0.3.0-HILC-110	NvitILC-06192		XP_008203812.1
HymHub-v0.3.0-HILC-111	AmelILC-05748		XP_395563.4
HymHub-v0.3.0-HILC-111	BterILC-02106		XP_012176462.1
HymHub-v0.3.0-HILC-111	CfloILC-01806		XP_011260384.1
HymHub-v0.3.0-HILC-111	HsalILC-12318		XP_011141506.1
HymHub-v0.3.0-HILC-111	PcanILC-02799		XP_014597795.1
HymHub-v0.3.0-HILC-111	PdomILC-10435		XP_015183103.1
HymHub-v0.3.0-HILC-111	NvitILC-03642		XP_008209671.1
HymHub-v0.3.0-HILC-112	AmelILC-13172		XP_006568106.1
HymHub-v0.3.0-HILC-112	BterILC-09659		XP_003400136.1
