hiLocus	iLocus	Species	Protein
HymHub-v0.3.0-HILC-54	PdtlILC-02883		PdomMRNAr1.2-06575.1
HymHub-v0.3.0-HILC-54	NvitILC-09270		NP_001154944.1
HymHub-v0.3.0-HILC-55	AmelILC-05832		XP_001120503.2
HymHub-v0.3.0-HILC-55	BterILC-12150		XP_003402180.1
HymHub-v0.3.0-HILC-55	CfloILC-02870		XP_011268280.1
HymHub-v0.3.0-HILC-55	HsalILC-13881		XP_011142868.1
HymHub-v0.3.0-HILC-55	PcanILC-12725		XP_014612553.1
HymHub-v0.3.0-HILC-55	PdtlILC-11248		PdomMRNAr1.2-03542.1
HymHub-v0.3.0-HILC-55	NvitILC-08593		XP_001605329.2
HymHub-v0.3.0-HILC-56	AmelILC-01198		XP_395686.2
HymHub-v0.3.0-HILC-56	BterILC-04600		XP_012165350.1
HymHub-v0.3.0-HILC-56	CfloILC-23186		XP_011265080.1
HymHub-v0.3.0-HILC-56	HsalILC-19044		XP_011147218.1
HymHub-v0.3.0-HILC-56	PcanILC-07662		XP_014605413.1
HymHub-v0.3.0-HILC-56	PdtlILC-13392		PdomMRNAr1.2-03875.1
HymHub-v0.3.0-HILC-56	NvitILC-04529		XP_001599653.2
HymHub-v0.3.0-HILC-57	AmelILC-03702		NP_001012980.1
HymHub-v0.3.0-HILC-57	BterILC-02330		XP_003394584.1
HymHub-v0.3.0-HILC-57	CfloILC-10114		XP_011254576.1
HymHub-v0.3.0-HILC-57	HsalILC-10163		XP_011139508.1
HymHub-v0.3.0-HILC-57	PcanILC-01547		XP_014615181.1
HymHub-v0.3.0-HILC-57	PdtlILC-15300		PdomMRNAr1.2-11900.1
HymHub-v0.3.0-HILC-57	NvitILC-13765		NP_001161704.1
HymHub-v0.3.0-HILC-58	AmelILC-11051		XP_006559090.1
HymHub-v0.3.0-HILC-58	BterILC-04427		XP_003396459.1
HymHub-v0.3.0-HILC-58	CfloILC-14559		XP_011258432.1
HymHub-v0.3.0-HILC-58	HsalILC-20229		XP_011148317.1
HymHub-v0.3.0-HILC-58	PcanILC-13717		XP_014613872.1
HymHub-v0.3.0-HILC-58	PdtlILC-15578		PdomMRNAr1.2-06471.1
HymHub-v0.3.0-HILC-58	NvitILC-21212		XP_008212182.1
HymHub-v0.3.0-HILC-59	AmelILC-08732		XP_006568072.1
HymHub-v0.3.0-HILC-59	BterILC-14599		XP_012175194.1
HymHub-v0.3.0-HILC-59	CfloILC-15756		XP_011259389.1
HymHub-v0.3.0-HILC-59	HsalILC-08774		XP_011138245.1
HymHub-v0.3.0-HILC-59	PcanILC-14191		XP_014614426.1
HymHub-v0.3.0-HILC-59	PdtlILC-15081		PdomMRNAr1.2-10572.1
HymHub-v0.3.0-HILC-59	NvitILC-11729		XP_008211413.1
HymHub-v0.3.0-HILC-60	AmelILC-06043		XP_006557581.1
HymHub-v0.3.0-HILC-60	BterILC-04062		XP_003395895.1
HymHub-v0.3.0-HILC-60	CfloILC-03759		XP_011269100.1
HymHub-v0.3.0-HILC-60	HsalILC-24424		XP_011151710.1
HymHub-v0.3.0-HILC-60	PcanILC-10614		XP_014609867.1
HymHub-v0.3.0-HILC-60	PdtlILC-08861		PdomMRNAr1.2-07573.1
HymHub-v0.3.0-HILC-60	NvitILC-07817		XP_001606268.2
HymHub-v0.3.0-HILC-61	AmelILC-07180		XP_006558161.1
HymHub-v0.3.0-HILC-61	BterILC-05634		XP_012166494.1
HymHub-v0.3.0-HILC-61	CfloILC-15682		XP_011259331.1
HymHub-v0.3.0-HILC-61	HsalILC-14691		XP_011143629.1
HymHub-v0.3.0-HILC-61	PcanILC-08206		XP_014606205.1
HymHub-v0.3.0-HILC-61	PdtlILC-13303		PdomMRNAr1.2-08868.1
HymHub-v0.3.0-HILC-61	NvitILC-06315		XP_008203916.1
HymHub-v0.3.0-HILC-62	AmelILC-03454		XP_392862.3
HymHub-v0.3.0-HILC-62	BterILC-02238		XP_012176329.1
HymHub-v0.3.0-HILC-62	CfloILC-13746		XP_011257791.1
HymHub-v0.3.0-HILC-62	HsalILC-10934		XP_011140255.1
HymHub-v0.3.0-HILC-62	PcanILC-05076		XP_014601482.1
HymHub-v0.3.0-HILC-62	PdtlILC-09349		PdomMRNAr1.2-08539.1
HymHub-v0.3.0-HILC-62	NvitILC-16515		XP_008207887.1
HymHub-v0.3.0-HILC-63	AmelILC-13107		XP_006565107.1
HymHub-v0.3.0-HILC-63	BterILC-09699		XP_012170838.1
HymHub-v0.3.0-HILC-63	CfloILC-12978		XP_011257117.1
HymHub-v0.3.0-HILC-63	HsalILC-04630		XP_011134808.1
HymHub-v0.3.0-HILC-63	PcanILC-13676		XP_014613812.1
HymHub-v0.3.0-HILC-63	PdtlILC-07647		PdomMRNAr1.2-04889.1
HymHub-v0.3.0-HILC-63	NvitILC-22832		XP_008217261.1
HymHub-v0.3.0-HILC-64	AmelILC-06585		XP_395632.3
HymHub-v0.3.0-HILC-64	BterILC-04229		XP_003396055.1
HymHub-v0.3.0-HILC-64	CfloILC-12409		XP_011256724.1
HymHub-v0.3.0-HILC-64	HsalILC-15863		XP_011144629.1
HymHub-v0.3.0-HILC-64	PcanILC-12779		XP_014612588.1
HymHub-v0.3.0-HILC-64	PdtlILC-14933		PdomMRNAr1.2-02229.1
HymHub-v0.3.0-HILC-64	NvitILC-07849		XP_008216717.1
HymHub-v0.3.0-HILC-65	AmelILC-11119		XP_006562467.1
HymHub-v0.3.0-HILC-65	BterILC-07734		XP_012168851.1
HymHub-v0.3.0-HILC-65	CfloILC-27020		XP_011267814.1
HymHub-v0.3.0-HILC-65	HsalILC-10246		XP_011139593.1
HymHub-v0.3.0-HILC-65	PcanILC-02028		XP_014615904.1
HymHub-v0.3.0-HILC-65	PdtlILC-04750		PdomMRNAr1.2-10605.1
HymHub-v0.3.0-HILC-65	NvitILC-12988		NP_001177866.1
HymHub-v0.3.0-HILC-66	AmelILC-03839		XP_006568043.1
HymHub-v0.3.0-HILC-66	BterILC-14076		XP_012174854.1
HymHub-v0.3.0-HILC-66	CfloILC-13004		XP_011257146.1
HymHub-v0.3.0-HILC-66	HsalILC-25482		XP_011152445.1
HymHub-v0.3.0-HILC-66	PcanILC-12410		XP_014612160.1
HymHub-v0.3.0-HILC-66	PdtlILC-15751		PdomMRNAr1.2-06404.1
HymHub-v0.3.0-HILC-66	NvitILC-05242		XP_008204182.1
HymHub-v0.3.0-HILC-67	AmelILC-14136		XP_393409.2
HymHub-v0.3.0-HILC-67	BterILC-10898		XP_012172763.1
HymHub-v0.3.0-HILC-67	CfloILC-14275		XP_011258158.1
HymHub-v0.3.0-HILC-67	HsalILC-17102		XP_011145625.1
HymHub-v0.3.0-HILC-67	PcanILC-13817		XP_014614014.1
HymHub-v0.3.0-HILC-67	PdtlILC-14138		PdomMRNAr1.2-10371.1
HymHub-v0.3.0-HILC-67	NvitILC-24070		XP_008214781.1
HymHub-v0.3.0-HILC-68	AmelILC-04707		XP_006567242.1
HymHub-v0.3.0-HILC-68	BterILC-03160		XP_012163240.1
HymHub-v0.3.0-HILC-68	CfloILC-16916		XP_011260282.1
HymHub-v0.3.0-HILC-68	HsalILC-15956		XP_011144665.1
HymHub-v0.3.0-HILC-68	PcanILC-10771		XP_014610033.1
HymHub-v0.3.0-HILC-68	PdtlILC-00822		PdomMRNAr1.2-02605.1
HymHub-v0.3.0-HILC-68	NvitILC-05391		XP_008204326.1
HymHub-v0.3.0-HILC-69	AmelILC-01130		XP_006570165.1
HymHub-v0.3.0-HILC-69	BterILC-05099		XP_012165935.1
HymHub-v0.3.0-HILC-69	CfloILC-10520		XP_011254949.1
HymHub-v0.3.0-HILC-69	HsalILC-16638		XP_011145252.1
HymHub-v0.3.0-HILC-69	PcanILC-12288		XP_014611973.1
HymHub-v0.3.0-HILC-69	PdtlILC-13461		PdomMRNAr1.2-01603.1
HymHub-v0.3.0-HILC-69	NvitILC-01612		XP_008210942.1
HymHub-v0.3.0-HILC-70	AmelILC-10037		XP_393713.2
HymHub-v0.3.0-HILC-70	BterILC-07246		XP_003398203.1
HymHub-v0.3.0-HILC-70	CfloILC-14189		XP_011258081.1
HymHub-v0.3.0-HILC-70	HsalILC-00174		XP_011143888.1
HymHub-v0.3.0-HILC-70	PcanILC-06779		XP_014604069.1
HymHub-v0.3.0-HILC-70	PdtlILC-05030		PdomMRNAr1.2-08948.1
HymHub-v0.3.0-HILC-70	NvitILC-14166		XP_001603014.1
HymHub-v0.3.0-HILC-71	AmelILC-09063		XP_006558222.1
HymHub-v0.3.0-HILC-71	BterILC-06082		XP_012167335.1
HymHub-v0.3.0-HILC-71	CfloILC-02937		XP_011268359.1
HymHub-v0.3.0-HILC-71	HsalILC-07270		XP_011136922.1
HymHub-v0.3.0-HILC-71	PcanILC-07801		XP_014605533.1
HymHub-v0.3.0-HILC-71	PdtlILC-01865		PdomMRNAr1.2-11284.1
HymHub-v0.3.0-HILC-71	NvitILC-12768		NP_001135433.1
HymHub-v0.3.0-HILC-72	AmelILC-04657		XP_006567201.1
HymHub-v0.3.0-HILC-72	BterILC-12660		XP_012174042.1
HymHub-v0.3.0-HILC-72	CfloILC-06609		XP_011251722.1
HymHub-v0.3.0-HILC-72	HsalILC-20346		XP_011148423.1
HymHub-v0.3.0-HILC-72	PcanILC-13468		XP_014613566.1
HymHub-v0.3.0-HILC-72	PdtlILC-13542		PdomMRNAr1.2-05511.1
HymHub-v0.3.0-HILC-72	NvitILC-08900		XP_001602971.3
HymHub-v0.3.0-HILC-73	AmelILC-12418		XP_006565340.1
HymHub-v0.3.0-HILC-73	BterILC-08875		XP_003399867.1
HymHub-v0.3.0-HILC-73	CfloILC-25250		XP_011266636.1
HymHub-v0.3.0-HILC-73	HsalILC-06404		XP_011136310.1
HymHub-v0.3.0-HILC-73	PcanILC-09470		XP_014608186.1
HymHub-v0.3.0-HILC-73	PdtlILC-11053		PdomMRNAr1.2-02112.1
HymHub-v0.3.0-HILC-73	NvitILC-01462		XP_001605027.3
HymHub-v0.3.0-HILC-74	AmelILC-16039		XP_623289.1
HymHub-v0.3.0-HILC-74	BterILC-11496		XP_003401914.1
HymHub-v0.3.0-HILC-74	CfloILC-23137		XP_011265001.1
HymHub-v0.3.0-HILC-74	HsalILC-19066		XP_011147270.1
HymHub-v0.3.0-HILC-74	PcanILC-13477		XP_014613576.1
HymHub-v0.3.0-HILC-74	PdtlILC-16306		PdomMRNAr1.2-01894.1
HymHub-v0.3.0-HILC-74	NvitILC-09387		XP_008205558.1
HymHub-v0.3.0-HILC-75	AmelILC-11225		XP_396789.2
HymHub-v0.3.0-HILC-75	BterILC-08074		XP_012169115.1
HymHub-v0.3.0-HILC-75	CfloILC-22084		XP_011264040.1
HymHub-v0.3.0-HILC-75	HsalILC-00610		XP_011135592.1
HymHub-v0.3.0-HILC-75	PcanILC-11500		XP_014610962.1
HymHub-v0.3.0-HILC-75	PdtlILC-12004		PdomMRNAr1.2-00876.1
HymHub-v0.3.0-HILC-75	NvitILC-08221		XP_008203377.1
HymHub-v0.3.0-HILC-76	AmelILC-05410		XP_006564792.1
HymHub-v0.3.0-HILC-76	BterILC-03850		XP_012163790.1
HymHub-v0.3.0-HILC-76	CfloILC-13472		XP_011257585.1
HymHub-v0.3.0-HILC-76	HsalILC-09577		XP_011139048.1
HymHub-v0.3.0-HILC-76	PcanILC-09636		XP_014608378.1
HymHub-v0.3.0-HILC-76	PdtlILC-06869		PdomMRNAr1.2-07974.1
HymHub-v0.3.0-HILC-76	NvitILC-09677		XP_008205951.1
HymHub-v0.3.0-HILC-77	AmelILC-11759		XP_623333.1
HymHub-v0.3.0-HILC-77	BterILC-07953		XP_012169300.1
HymHub-v0.3.0-HILC-77	CfloILC-27045		XP_011267849.1
HymHub-v0.3.0-HILC-77	HsalILC-10672		XP_011140088.1
HymHub-v0.3.0-HILC-77	PcanILC-00902		XP_014606981.1
HymHub-v0.3.0-HILC-77	PdtlILC-17235		PdomMRNAr1.2-08531.1
HymHub-v0.3.0-HILC-77	NvitILC-00552		NP_001153352.1
HymHub-v0.3.0-HILC-78	AmelILC-05207		XP_394547.4
HymHub-v0.3.0-HILC-78	BterILC-03706		XP_003395483.1
HymHub-v0.3.0-HILC-78	CfloILC-00454		XP_011269684.1
HymHub-v0.3.0-HILC-78	HsalILC-06260		XP_011136155.1
HymHub-v0.3.0-HILC-78	PcanILC-13306		XP_014613334.1
HymHub-v0.3.0-HILC-78	PdtlILC-16785		PdomMRNAr1.2-05050.1
HymHub-v0.3.0-HILC-78	NvitILC-08797		XP_001600985.1
HymHub-v0.3.0-HILC-79	AmelILC-01425		XP_395173.2
HymHub-v0.3.0-HILC-79	BterILC-00303		XP_003393075.1
HymHub-v0.3.0-HILC-79	CfloILC-09609		XP_011254148.1
HymHub-v0.3.0-HILC-79	HsalILC-23513		XP_011151107.1
HymHub-v0.3.0-HILC-79	PcanILC-04632		XP_014600793.1
HymHub-v0.3.0-HILC-79	PdtlILC-03837		PdomMRNAr1.2-08801.1
HymHub-v0.3.0-HILC-79	NvitILC-10698		XP_008207423.1
HymHub-v0.3.0-HILC-80	AmelILC-08242		XP_006559672.1
HymHub-v0.3.0-HILC-80	BterILC-05501		XP_012166332.1
HymHub-v0.3.0-HILC-80	CfloILC-19397		XP_011262067.1
HymHub-v0.3.0-HILC-80	HsalILC-00735		XP_011136828.1
HymHub-v0.3.0-HILC-80	PcanILC-07424		XP_014605059.1
HymHub-v0.3.0-HILC-80	PdtlILC-16525		PdomMRNAr1.2-10048.1
HymHub-v0.3.0-HILC-80	NvitILC-03979		XP_008208033.1
HymHub-v0.3.0-HILC-81	AmelILC-11003		XP_006559029.1
HymHub-v0.3.0-HILC-81	BterILC-04965		XP_012165793.1
HymHub-v0.3.0-HILC-81	CfloILC-20224		XP_011262645.1
HymHub-v0.3.0-HILC-81	HsalILC-02204		XP_011148240.1
HymHub-v0.3.0-HILC-81	PcanILC-08017		XP_014605901.1
HymHub-v0.3.0-HILC-81	PdtlILC-11827		PdomMRNAr1.2-04056.1
HymHub-v0.3.0-HILC-81	NvitILC-06192		XP_008203812.1
HymHub-v0.3.0-HILC-82	AmelILC-11602		XP_006566603.1
HymHub-v0.3.0-HILC-82	BterILC-08290		XP_012169801.1
HymHub-v0.3.0-HILC-82	CfloILC-10177		XP_011254622.1
HymHub-v0.3.0-HILC-82	HsalILC-19575		XP_011147752.1
HymHub-v0.3.0-HILC-82	PcanILC-06198		XP_014603244.1
HymHub-v0.3.0-HILC-82	PdtlILC-06229		PdomMRNAr1.2-09985.1
HymHub-v0.3.0-HILC-82	NvitILC-22967		XP_008217051.1
HymHub-v0.3.0-HILC-83	AmelILC-05748		XP_395563.4
HymHub-v0.3.0-HILC-83	BterILC-02106		XP_012176462.1
HymHub-v0.3.0-HILC-83	CfloILC-01806		XP_011260384.1
HymHub-v0.3.0-HILC-83	HsalILC-12318		XP_011141506.1
HymHub-v0.3.0-HILC-83	PcanILC-02799		XP_014597795.1
HymHub-v0.3.0-HILC-83	PdtlILC-12691		PdomMRNAr1.2-00650.1
HymHub-v0.3.0-HILC-83	NvitILC-03642		XP_008209671.1
HymHub-v0.3.0-HILC-84	AmelILC-13172		XP_006568106.1
HymHub-v0.3.0-HILC-84	BterILC-09659		XP_003400136.1
HymHub-v0.3.0-HILC-84	CfloILC-23508		XP_011265325.1
HymHub-v0.3.0-HILC-84	HsalILC-17524		XP_011145918.1
HymHub-v0.3.0-HILC-84	PcanILC-04594		XP_014600720.1
HymHub-v0.3.0-HILC-84	PdtlILC-03883		PdomMRNAr1.2-01270.1
HymHub-v0.3.0-HILC-84	NvitILC-20220		XP_008211777.1
HymHub-v0.3.0-HILC-85	AmelILC-05579		XP_006567845.1
HymHub-v0.3.0-HILC-85	BterILC-03464		XP_012164222.1
HymHub-v0.3.0-HILC-85	CfloILC-16827		XP_011260217.1
HymHub-v0.3.0-HILC-85	HsalILC-07811		XP_011137385.1
HymHub-v0.3.0-HILC-85	PcanILC-01838		XP_014615620.1
HymHub-v0.3.0-HILC-85	PdtlILC-10156		PdomMRNAr1.2-02463.1
HymHub-v0.3.0-HILC-85	NvitILC-17148		XP_008208470.1
HymHub-v0.3.0-HILC-86	AmelILC-09351		XP_394812.2
HymHub-v0.3.0-HILC-86	BterILC-06480		XP_003397888.1
HymHub-v0.3.0-HILC-86	CfloILC-11533		XP_011255788.1
HymHub-v0.3.0-HILC-86	HsalILC-14049		XP_011143048.1
HymHub-v0.3.0-HILC-86	PcanILC-05921		XP_014602694.1
HymHub-v0.3.0-HILC-86	PdtlILC-11158		PdomMRNAr1.2-05016.1
HymHub-v0.3.0-HILC-86	NvitILC-10694		XP_001607766.2
HymHub-v0.3.0-HILC-87	AmelILC-11741		XP_393330.2
HymHub-v0.3.0-HILC-87	BterILC-07969		XP_003399071.1
HymHub-v0.3.0-HILC-87	CfloILC-03644		XP_011268934.1
HymHub-v0.3.0-HILC-87	HsalILC-08806		XP_011138294.1
HymHub-v0.3.0-HILC-87	PcanILC-12017		XP_014611633.1
HymHub-v0.3.0-HILC-87	PdtlILC-15812		PdomMRNAr1.2-06656.1
HymHub-v0.3.0-HILC-87	NvitILC-10228		XP_003426577.1
HymHub-v0.3.0-HILC-88	AmelILC-14718		XP_006563631.1
HymHub-v0.3.0-HILC-88	BterILC-10670		XP_012172145.1
HymHub-v0.3.0-HILC-88	CfloILC-22909		XP_011264749.1
HymHub-v0.3.0-HILC-88	HsalILC-03774		XP_011154550.1
HymHub-v0.3.0-HILC-88	PcanILC-03540		XP_014598914.1
HymHub-v0.3.0-HILC-88	PdtlILC-11222		PdomMRNAr1.2-00110.1
HymHub-v0.3.0-HILC-88	NvitILC-18036		XP_001603820.2
HymHub-v0.3.0-HILC-89	AmelILC-05677		XP_006567927.1
HymHub-v0.3.0-HILC-89	BterILC-03356		XP_003395809.2
HymHub-v0.3.0-HILC-89	CfloILC-05927		XP_011251184.1
HymHub-v0.3.0-HILC-89	HsalILC-10922		XP_011140237.1
HymHub-v0.3.0-HILC-89	PcanILC-03821		XP_014599347.1
HymHub-v0.3.0-HILC-89	PdtlILC-13796		PdomMRNAr1.2-08769.1
HymHub-v0.3.0-HILC-89	NvitILC-24183		XP_001607743.2
HymHub-v0.3.0-HILC-90	AmelILC-07726		XP_006568403.1
HymHub-v0.3.0-HILC-90	BterILC-05195		XP_003396864.1
HymHub-v0.3.0-HILC-90	CfloILC-13046		XP_011257199.1
HymHub-v0.3.0-HILC-90	HsalILC-08626		XP_011138092.1
HymHub-v0.3.0-HILC-90	PcanILC-04351		XP_014600274.1
HymHub-v0.3.0-HILC-90	PdtlILC-15862		PdomMRNAr1.2-06845.1
HymHub-v0.3.0-HILC-90	NvitILC-20459		XP_008211961.1
HymHub-v0.3.0-HILC-91	AmelILC-02258		XP_003249451.1
HymHub-v0.3.0-HILC-91	BterILC-00997		XP_003393607.1
HymHub-v0.3.0-HILC-91	CfloILC-24755		XP_011266238.1
HymHub-v0.3.0-HILC-91	HsalILC-16743		XP_011145321.1
HymHub-v0.3.0-HILC-91	PcanILC-12896		XP_014612733.1
HymHub-v0.3.0-HILC-91	PdtlILC-15144		PdomMRNAr1.2-08854.1
HymHub-v0.3.0-HILC-91	NvitILC-06129		XP_003425737.1
HymHub-v0.3.0-HILC-92	AmelILC-07950		XP_006557341.1
HymHub-v0.3.0-HILC-92	BterILC-05822		XP_012166680.1
HymHub-v0.3.0-HILC-92	CfloILC-07149		XP_011252075.1
HymHub-v0.3.0-HILC-92	HsalILC-25665		XP_011152686.1
HymHub-v0.3.0-HILC-92	PcanILC-06823		XP_014604107.1
HymHub-v0.3.0-HILC-92	PdtlILC-11186		PdomMRNAr1.2-09675.1
HymHub-v0.3.0-HILC-92	NvitILC-12313		XP_008217566.1
HymHub-v0.3.0-HILC-93	AmelILC-11705		XP_006566704.1
HymHub-v0.3.0-HILC-93	BterILC-08002		XP_012169227.1
HymHub-v0.3.0-HILC-93	CfloILC-23859		XP_011265548.1
HymHub-v0.3.0-HILC-93	HsalILC-23439		XP_011150999.1
HymHub-v0.3.0-HILC-93	PcanILC-03012		XP_014598027.1
HymHub-v0.3.0-HILC-93	PdtlILC-02624		PdomMRNAr1.2-02568.1
HymHub-v0.3.0-HILC-93	NvitILC-08034		XP_008205212.1
HymHub-v0.3.0-HILC-94	AmelILC-06088		XP_006558183.1
HymHub-v0.3.0-HILC-94	BterILC-04017		XP_012164588.1
HymHub-v0.3.0-HILC-94	CfloILC-00795		XP_011252194.1
HymHub-v0.3.0-HILC-94	HsalILC-15839		XP_011144596.1
HymHub-v0.3.0-HILC-94	PcanILC-00669		XP_014603957.1
HymHub-v0.3.0-HILC-94	PdtlILC-03562		PdomMRNAr1.2-02947.1
HymHub-v0.3.0-HILC-94	NvitILC-17155		XP_003426904.1
HymHub-v0.3.0-HILC-95	AmelILC-04403		XP_623755.3
HymHub-v0.3.0-HILC-95	BterILC-09914		XP_012171317.1
HymHub-v0.3.0-HILC-95	CfloILC-24228		XP_011265921.1
HymHub-v0.3.0-HILC-95	HsalILC-16680		XP_011145297.1
HymHub-v0.3.0-HILC-95	PcanILC-06455		XP_014603521.1
HymHub-v0.3.0-HILC-95	PdtlILC-11432		PdomMRNAr1.2-00937.1
HymHub-v0.3.0-HILC-95	NvitILC-09931		XP_008211760.1
HymHub-v0.3.0-HILC-96	AmelILC-07830		XP_006569537.1
HymHub-v0.3.0-HILC-96	BterILC-05313		XP_012166120.1
HymHub-v0.3.0-HILC-96	CfloILC-18696		XP_011261452.1
HymHub-v0.3.0-HILC-96	HsalILC-14449		XP_011143482.1
HymHub-v0.3.0-HILC-96	PcanILC-01688		XP_014615524.1
HymHub-v0.3.0-HILC-96	PdtlILC-09428		PdomMRNAr1.2-00152.1
HymHub-v0.3.0-HILC-96	NvitILC-08696		XP_008206485.1
HymHub-v0.3.0-HILC-97	AmelILC-08893		XP_001121704.2
HymHub-v0.3.0-HILC-97	BterILC-17645		XP_003403411.2
HymHub-v0.3.0-HILC-97	CfloILC-10038		XP_011254503.1
HymHub-v0.3.0-HILC-97	HsalILC-17833		XP_011146079.1
HymHub-v0.3.0-HILC-97	PcanILC-05896		XP_014602636.1
HymHub-v0.3.0-HILC-97	PdtlILC-15526		PdomMRNAr1.2-05300.1
HymHub-v0.3.0-HILC-97	NvitILC-01037		XP_008215924.1
HymHub-v0.3.0-HILC-98	AmelILC-06213		XP_006561315.1
HymHub-v0.3.0-HILC-98	BterILC-04277		XP_003396100.1
HymHub-v0.3.0-HILC-98	CfloILC-07197		XP_011252122.1
HymHub-v0.3.0-HILC-98	HsalILC-19660		XP_011147840.1
HymHub-v0.3.0-HILC-98	PcanILC-03387		XP_014598628.1
HymHub-v0.3.0-HILC-98	PdtlILC-11912		PdomMRNAr1.2-10220.1
HymHub-v0.3.0-HILC-98	NvitILC-20757		XP_001604084.2
HymHub-v0.3.0-HILC-99	AmelILC-03354		XP_006559755.1
HymHub-v0.3.0-HILC-99	BterILC-02198		XP_012176373.1
HymHub-v0.3.0-HILC-99	CfloILC-22135		XP_011264112.1
HymHub-v0.3.0-HILC-99	HsalILC-11011		XP_011140362.1
HymHub-v0.3.0-HILC-99	PcanILC-01371		XP_014615035.1
HymHub-v0.3.0-HILC-99	PdtlILC-02803		PdomMRNAr1.2-10447.1
HymHub-v0.3.0-HILC-99	NvitILC-08602		XP_008206368.1
HymHub-v0.3.0-HILC-100	AmelILC-04937		XP_006569405.1
HymHub-v0.3.0-HILC-100	BterILC-03132		XP_012163272.1
HymHub-v0.3.0-HILC-100	CfloILC-19630		XP_011262274.1
HymHub-v0.3.0-HILC-100	HsalILC-03588		XP_011154359.1
HymHub-v0.3.0-HILC-100	PcanILC-13891		XP_014614132.1
HymHub-v0.3.0-HILC-100	PdtlILC-06004		PdomMRNAr1.2-02535.1
HymHub-v0.3.0-HILC-100	NvitILC-07378		XP_001602239.1
HymHub-v0.3.0-HILC-101	AmelILC-01553		XP_396550.2
HymHub-v0.3.0-HILC-101	BterILC-00825		XP_012169413.1
HymHub-v0.3.0-HILC-101	CfloILC-24035		XP_011265738.1
HymHub-v0.3.0-HILC-101	HsalILC-11427		XP_011140769.1
HymHub-v0.3.0-HILC-101	PcanILC-08942		XP_014607305.1
HymHub-v0.3.0-HILC-101	PdtlILC-01989		PdomMRNAr1.2-09561.1
HymHub-v0.3.0-HILC-101	NvitILC-10079		XP_008207600.1
HymHub-v0.3.0-HILC-102	AmelILC-13045		XP_006564112.1
HymHub-v0.3.0-HILC-102	BterILC-09267		XP_003400022.1
HymHub-v0.3.0-HILC-102	CfloILC-22365		XP_011264329.1
HymHub-v0.3.0-HILC-102	HsalILC-20923		XP_011148878.1
HymHub-v0.3.0-HILC-102	PcanILC-10910		XP_014610239.1
HymHub-v0.3.0-HILC-102	PdtlILC-17405		PdomMRNAr1.2-05098.1
HymHub-v0.3.0-HILC-102	NvitILC-08000		XP_001601788.1
HymHub-v0.3.0-HILC-103	AmelILC-11765		XP_006566772.1
HymHub-v0.3.0-HILC-103	BterILC-07945		XP_003399090.1
HymHub-v0.3.0-HILC-103	CfloILC-03714		XP_011269025.1
HymHub-v0.3.0-HILC-103	HsalILC-13008		XP_011142056.1
HymHub-v0.3.0-HILC-103	PcanILC-09295		XP_014607830.1
HymHub-v0.3.0-HILC-103	PdtlILC-13116		PdomMRNAr1.2-07438.1
HymHub-v0.3.0-HILC-103	NvitILC-19175		XP_001604350.2
HymHub-v0.3.0-HILC-104	AmelILC-03311		XP_006558500.1
HymHub-v0.3.0-HILC-104	BterILC-01730		XP_003394321.1
HymHub-v0.3.0-HILC-104	CfloILC-01750		XP_011259580.1
HymHub-v0.3.0-HILC-104	HsalILC-03785		XP_011154573.1
HymHub-v0.3.0-HILC-104	PcanILC-09459		XP_014608133.1
HymHub-v0.3.0-HILC-104	PdtlILC-11009		PdomMRNAr1.2-00346.1
HymHub-v0.3.0-HILC-104	NvitILC-04132		XP_008212481.1
HymHub-v0.3.0-HILC-105	AmelILC-09514		XP_006561912.1
HymHub-v0.3.0-HILC-105	BterILC-06401		XP_012167396.1
HymHub-v0.3.0-HILC-105	CfloILC-20770		XP_011263114.1
HymHub-v0.3.0-HILC-105	HsalILC-10749		XP_011140154.1
HymHub-v0.3.0-HILC-105	PcanILC-06384		XP_014603451.1
HymHub-v0.3.0-HILC-105	PdtlILC-09683		PdomMRNAr1.2-09677.1
HymHub-v0.3.0-HILC-105	NvitILC-01728		NP_001122407.2
HymHub-v0.3.0-HILC-106	AmelILC-07845		XP_396270.4
HymHub-v0.3.0-HILC-106	BterILC-04731		XP_012165510.1
HymHub-v0.3.0-HILC-106	CfloILC-01347		XP_011256228.1
HymHub-v0.3.0-HILC-106	HsalILC-25706		XP_011152708.1
HymHub-v0.3.0-HILC-106	PcanILC-06550		XP_014603698.1
HymHub-v0.3.0-HILC-106	PdtlILC-17866		PdomMRNAr1.2-10437.1
HymHub-v0.3.0-HILC-106	NvitILC-01153		XP_001605180.1
HymHub-v0.3.0-HILC-107	AmelILC-08684		XP_396904.3
HymHub-v0.3.0-HILC-107	BterILC-11500		XP_012172996.1
HymHub-v0.3.0-HILC-107	CfloILC-22604		XP_011264491.1
HymHub-v0.3.0-HILC-107	HsalILC-21317		XP_011149256.1
HymHub-v0.3.0-HILC-107	PcanILC-03436		XP_014598693.1
HymHub-v0.3.0-HILC-107	PdtlILC-07805		PdomMRNAr1.2-02045.1
HymHub-v0.3.0-HILC-107	NvitILC-02859		XP_008215636.1
HymHub-v0.3.0-HILC-108	AmelILC-01652		XP_006571326.1
HymHub-v0.3.0-HILC-108	BterILC-00374		XP_012164593.1
HymHub-v0.3.0-HILC-108	CfloILC-19727		XP_011262349.1
